year	genre	author	shorttitle
52	mystery and detective fiction	Edgley. L. 	 Vengeance street
52	mystery and detective fiction	Ehrlich, M. S. 	 Spin the glass web
52	mystery and detective fiction	Bllin, S. 	 Key to Nicholas street
52	mystery and detective fiction	Ernst, P. 	 Bronze mermaid
52	mystery and detective fiction	Fenlsong, R. 	 Dead yesterday
52	mystery and detective fiction	Fenlsong, R. 	 Deadlock
52	mystery and detective fiction	Fleming, J. M. 	 Man who looked back
52	mystery and detective fiction	Frey. C. W. 	 Man in the middle
52	mystery and detective fiction	Frost. B. 	 Corpse died twice
52	mystery and detective fiction	Gaby. A. 	 To end the night
52	mystery and detective fiction	Gardner, E. S. 	 Case of the moth-eaten mink
52	mystery and detective fiction	Gardner, E. S. 	 Top of the heap
52	mystery and detective fiction	Gault, W. C. 	 Bloody Bokhara
52	mystery and detective fiction	Gault. W. C. 	 Don't cry for me
52	mystery and detective fiction	Gilbert, M. F. 	 Death has deep roots
52	mystery and detective fiction	Gordon. M. and G. 	 Campaign train
52	mystery and detective fiction	Green, A. B. 	 They died laughing
52	mystery and detective fiction	Greig, M. 	 Date with danger
52	mystery and detective fiction	Harvey, W. F. 	 Arm of Mrs Egan
52	mystery and detective fiction	Heberden. M. V. 	 Tragic target
52	mystery and detective fiction	Heitner, I. 	 Board stiff
52	mystery and detective fiction	Heltner. l. 	 Death wears pink shoes
52	mystery and detective fiction	Hltchens, D. B. 	 Cat and Capricorn
52	mystery and detective fiction	Kitchens, D. B. 	 Nets to catch the wind
52	mystery and detective fiction	Holding, E. S. 	 Virgin huntress
52	mystery and detective fiction	Hughes, D. B. F. 	 Davidlan report
52	mystery and detective fiction	Kane, F. 	 Bare trap
52	mystery and detective fiction	Kane, F. 	 Bullet proof
52	mystery and detective fiction	Kane. H. 	 Corpse for Christmas
52	mystery and detective fiction	Kelland. C. B. 	 Key man
52	mystery and detective fiction	Kendrlck, B. H. 	 You diet today
52	mystery and detective fiction	Knight, C. 	 Death and little brother
52	mystery and detective fiction	Knight, K. M. 	 Death goes to a reunion
52	mystery and detective fiction	Knight. K. M. 	 Valse macabre
52	mystery and detective fiction	Knlpscheer, J. M. W. 	 Iron virgin
52	mystery and detective fiction	Knlpscheer, J. M. W. 	 Scarlet slippers
52	mystery and detective fiction	Knlpscheer, J. M. W. 	 Shroud for Mr Bundy
52	mystery and detective fiction	Kurnltz, H. 	 Reclining flgure
52	mystery and detective fiction	Lanham. E. M. 	 One murder too many
52	mystery and detective fiction	Lariar. L. 	 Day I died
52	mystery and detective fiction	Lariar, i.. 	 Sunburned corpse
52	mystery and detective fiction	Lariar, L. 	 You can‘t catch me
52	mystery and detective fiction	Leslie, J. 	 Intimate journal of Warren Winslow
52	mystery and detective fiction	Lewis, L. 	 Passionate victims
52	mystery and detective fiction	Little, C. and O. 	 Black dream
52	mystery and detective fiction	Lockrldge, P. L. D. and R. 	 Dead as a dinosaur
52	mystery and detective fiction	Loralne. P. 	 Nightmare in Dublin
52	mystery and detective fiction	McCutcheon. H. 	 Murder at the Angel
52	mystery and detective fiction	McGerr, P. 	 Death in a million living rooms
52	mystery and detective fiction	MacKinnon, A. 	 Murder, repeat murder
52	mystery and detective fiction	Mackintosh, E. 	 Daughter of time
52	mystery and detective fiction	Malleson, L. B. 	 Case for Mr Crook
52	mystery and detective fiction	Marino. N. 	 One way street
52	mystery and detective fiction	Martin, A. E. 	 Curious crime
52	mystery and detective fiction	Mlers. E. S. 	 Christmas card murders
52	mystery and detective fiction	Millar, K. 	 Ivory grin
52	mystery and detective fiction	Millar. M. 	 Rose's last summer
52	mystery and detective fiction	Millar. M. 	 Vanish In an instant
52	mystery and detective fiction	Murray, M. 	 Doctor and the corpse
52	mystery and detective fiction	Murray, P. 	 Free agent
52	mystery and detective fiction	Nelson, II. L. 	 Season for murder
52	mystery and detective fiction	Nelson, H. L. 	 Sleep is deep
52	mystery and detective fiction	Neville, M. 	 Divining rod for murder
52	mystery and detective fiction	Nielsen. H. 	 Obit delayed
52	mystery and detective fiction	Parker, M. 	 Intriguer
52	mystery and detective fiction	Paul. E. H. 	 Black Gardenia
52	mystery and detective fiction	Peters. W. 	 Blondes die young
52	mystery and detective fiction	Powell, R. P. 	 Shot In the dark
52	mystery and detective fiction	Queen. K. 	 Calendar of crime
52	mystery and detective fiction	Queen, B. 	 King Is dead
52	mystery and detective fiction	Queen, B. 	 Queen's awards: seventh series
52	mystery and detective fiction	Reilly. H. K. 	 Double man
52	mystery and detective fiction	ngsby. H. 	 Kill and tell
52	mystery and detective fiction	Rinehart. M. R. 	 Swimming pool
52	mystery and detective fiction	Rlvett, E. C. 	 Dog it was that died
52	mystery and detective fiction	Rlvett, E. C. 	 It's her own funeral
52	mystery and detective fiction	Root, P. 	 Evil became them
52	mystery and detective fiction	Roscoe, M. 	 Death Is a round black ball
52	mystery and detective fiction	Roscoe, M. 	 Riddle me this
52	mystery and detective fiction	Russell. C. M. 	 June, moon, and murder
52	mystery and detective fiction	Rutherford, D. 	 Flight into peril
52	mystery and detective fiction	Suiter. M. A. 	 Cat's-paw
52	mystery and detective fiction	Scherf, M. 	 Elk and the evidence
52	mystery and detective fiction	Shalllt. J. 	 Kiss the killer
52	mystery and detective fiction	Shannon, J. 	 Devil's passkey
52	mystery and detective fiction	Sheridan, J. 	 Mamo murders
52	mystery and detective fiction	Splcer, B. 	 Long green
52	mystery and detective fiction	Splllane, F. M. 	 Kiss me. deadly
52	mystery and detective fiction	Stein. A. M. 	 Corpse that refused to stay dead
52	mystery and detective fiction	Stein, A. M. 	 Mask for murder
52	mystery and detective fiction	Stein, A. M. 	 Murder that wouldn't stay solved
52	mystery and detective fiction	Stein, A. M. 	 Pistols for two
52	mystery and detective fiction	Stein. A. M. 	 Scared to death
52	mystery and detective fiction	Stewart. J. I. M. 	 One-man show
52	mystery and detective fiction	Stout. R. 	 Prisoner's base
52	mystery and detective fiction	Stout. R. 	 Triple Jeopardy
52	mystery and detective fiction	Street, C. J. C. 	 Death In Wellington road
52	mystery and detective fiction	Street. C. J. C. 	 Secret meeting
52	mystery and detective fiction	Strong, L. A. G. 	 Which I never
53	historical fiction	Welnreb, N. N. 	 Babylonians
53	historical fiction	Waltarl, M. T. 	 Dark angel. <Ag '53)
53	historical fiction	Wellman, P. I. 	 Female
53	historical fiction	Sabran, J. 	 Vengeance of Don Manuel
53	historical fiction	Clift. C., and 	 Johnston, G. H. Big chariot
53	historical fiction	Charques, D. 	 Men like shadows
53	historical fiction	Barnes, M. C. 	 Tudor rose
53	historical fiction	Brady, C. A. 	 Stage of fools
53	historical fiction	Bryher, W. 	 Player's boy
53	historical fiction	Duggan. A. L. 	 Little emperors
53	historical fiction	Forester, C. S. 	 Hornblower and the Atropos
53	historical fiction	Heyer, G. 	 Cotillion
53	historical fiction	Irwin. M. E. F. 	 Elizabeth and the Prince of Spain
53	historical fiction	Leary, P. W. 	 Swan and the rose
53	historical fiction	Thirkell, A. M. 	 Coronation summer
53	historical fiction	Westcott, J. V. 	 Walsingham woman
53	historical fiction	Shellabarger, S. 	 Lord Vanity
53	historical fiction	Gibbs. W. 	 Seed of mischief
53	historical fiction	Grierson, E. 	 Hastening- wind
53	historical fiction	Herbert, A. P. 	 Why Waterloo
53	historical fiction	Hlbbert. E. B. 	 Queen Jezebel
53	historical fiction	Maass. E. 	 Lady at bay
53	historical fiction	Selinko. A. 	 Deslree
53	historical fiction	Wilkins, W. V. 	 Kinsr reluctant
53	historical fiction	Yerby, F. G. 	 Devil's laughter
53	historical fiction	Steward, D. 	 Rainbow road
53	historical fiction	Treece, H. 	 Dark island
53	historical fiction	Marshall, E. 	 Caravan to Xanadu
53	historical fiction	Baggett, S. G. 	 Gods on horseback
53	historical fiction	Pel. M. A. 	 Swords of Anjou
53	historical fiction	Wheelwright, J. H. 	 Draw near to battle
53	historical fiction	Arnold, E. 	 Time of the gringo
53	historical fiction	Stephens, E. 	 Rebel princess
53	historical fiction	Campbell, G. M. G. 	 Torbeg
53	historical fiction	Street, J. H. 	 Velvet doublet
53	historical fiction	Marshall, B. 	 Fair bride
53	historical fiction	Pearce. R. E. 	 Restless border
53	historical fiction	Blake. F. 	 Wilderness passage
53	historical fiction	Chapman. M. 	 Tennessee Hazard
53	historical fiction	Du Bois, T. M. 	 Freedom's way
53	historical fiction	Rlchter, C. 	 Light in the forest
53	historical fiction	Breslln. H. 	 Bright battalions
53	historical fiction	Whitson, D. 	 Governor's daughter
53	historical fiction	Barker, S. 	 Fire and the hammer
53	historical fiction	Brick, J. 	 Rifleman
53	historical fiction	Horan, J. D. 	 King's rebel
53	historical fiction	Lancaster, B. 	 Blind journey
53	historical fiction	Schlndall. H. 	 Let the spring come
53	historical fiction	Stover, H. E. 	 Eagle and the wind
53	historical fiction	Allls. M. 	 To keep us free
53	historical fiction	Splcer, B. 	 Wild Ohio
53	historical fiction	Tracy, D. 	 Crimson is the eastern shore
53	historical fiction	Davis, J. 	 Bridle the wind
53	historical fiction	Laird. C. G. 	 West of the river
53	historical fiction	Tates, E. 	 Hue and Cry
53	historical fiction	Qerson, N. B. 	 Golden Eagle
53	historical fiction	Brown. K. 	 Cup of trembling
53	historical fiction	Coker, E. B. 	 India Allan
53	historical fiction	Dowdey, C. 	 Proud retreat
53	historical fiction	Coker, E. B. 	 India Allan
53	mystery and detective fiction	Ard, W. 	 Private party
53	mystery and detective fiction	Armstrong, C. 	 Catch-as-catch-can
53	mystery and detective fiction	Arre. H. 	 Corpse by the river
53	mystery and detective fiction	Aubrey-Fletcher, H. L. 	 Heir presumptive
53	mystery and detective fiction	Avallone, M. 	 Spitting image
53	mystery and detective fiction	Barnard, A., ed. 	 Harlot killer
53	mystery and detective fiction	Bawden, N. 	 Eyes of green
53	mystery and detective fiction	Benson. B. 	 Target In taffeta
53	mystery and detective fiction	Benson. B. 	 Venus death
53	mystery and detective fiction	Bentley, E. C. 	 Trent's case book
53	mystery and detective fiction	Bmgham, J. M. W. 	 Tender poisoner
53	mystery and detective fiction	Branson, H. C. 	 Beggar's choice
53	mystery and detective fiction	Brett, M. 	 Exit in green
53	mystery and detective fiction	Brown, F. 	 Deep end
53	mystery and detective fiction	Brown, F. 	 Mostly murder
53	mystery and detective fiction	Brown. M. D. M. 	 Alibi for a witch
53	mystery and detective fiction	Brown, Z. J. 	 Washington whispers murder
53	mystery and detective fiction	Browne, D. Q. 	 Too many cousins
53	mystery and detective fiction	Bush, C. 	 Case of the counterfeit colonel
53	mystery and detective fiction	Carey, B. 	 Their nearest and dearest
53	mystery and detective fiction	Carr, 0. 	 Murder on the Matterhorn
53	mystery and detective fiction	Carr, 0. 	 Youth hostel murders
53	mystery and detective fiction	Carr, J. D. 	 Cavalier's cup
53	mystery and detective fiction	Christie, A. M. 	 Funerals are fatal
53	mystery and detective fiction	Cooke, D. C., ed. 	 Best detective stories of the year
53	mystery and detective fiction	Coxe, G. H. 	 Crimson clue
53	mystery and detective fiction	Coxe, G. H. 	 Uninvited guest
53	mystery and detective fiction	Crane, F. K. 	 Murder in bright red
53	mystery and detective fiction	Creasey, J. 	 Creepers
53	mystery and detective fiction	Creasey, J. 	 Figure in the dusk
53	mystery and detective fiction	Cumberland, M. 	 Nobody is safe
53	mystery and detective fiction	Cunningham, A. B. 	 Last survivor
53	mystery and detective fiction	Curtiss, U. R. 	 Iron cobweb
53	mystery and detective fiction	Davis, F. C. 	 Drag the dark
53	mystery and detective fiction	Davis, F. C. 	 Hear no evil
53	mystery and detective fiction	Davis, F. C. 	 Shroud off her back
53	mystery and detective fiction	Davis, M. B. 	 They burled a man
53	mystery and detective fiction	Day-Lewis. C. 	 Dreadful hollow
53	mystery and detective fiction	Dean, A. 	 Collectors' Item
53	mystery and detective fiction	Dean. R. G. 	 Affair at Lover's Leap
53	mystery and detective fiction	Dean, R. G. 	 Checkmate by the colonel
53	mystery and detective fiction	Demlng, R. 	 Tweak the devil's nose
53	mystery and detective fiction	Dennlston. E. 	 Man in the shadow
53	mystery and detective fiction	Derleth, A. W. 	 Fell purpose
53	mystery and detective fiction	Dewey, T. B. 	 Every bet's a sure thing
53	mystery and detective fiction	Disney. D. M. 	 Do unto others
53	mystery and detective fiction	Disney, D. M. 	 Prescription: murder
53	mystery and detective fiction	Dolph, J. 	 Dead angel
53	mystery and detective fiction	Draco, F. 	 Cruise with death
53	mystery and detective fiction	Dresser, D. 	 One night with Nora
53	mystery and detective fiction	Eberhart, M. G. 	 Unknown quantity
53	mystery and detective fiction	EdKley, L. 	 Runaway pigeon
53	mystery and detective fiction	Edgley. L. 	 Stranger in town
53	mystery and detective fiction	Ellington, R. 	 Just killing time
53	mystery and detective fiction	Eshleman, J. M. 	 Long window
53	mystery and detective fiction	Estes, C. C. 	 Unhappy new year
53	mystery and detective fiction	Fairlie. G. 	 Winner take all
53	mystery and detective fiction	Fenisong, R. 	 Wench is dead
53	mystery and detective fiction	Fleming, J. M. 	 Good and the bad
53	mystery and detective fiction	Franklin, M. 	 Justice has no sword
53	mystery and detective fiction	Freedgood, M. 	 Thin year's death
53	mystery and detective fiction	Gard. 0. 	 Seventh chasm
53	mystery and detective fiction	Gardner, E. S. 	 Case of the green-eyed sister
53	mystery and detective fiction	Gardner, E. S. 	 Case of the grinning gorilla
53	mystery and detective fiction	Gardner. E. S. 	 Case of the hesitant hostess
53	mystery and detective fiction	Gardner. E. S. 	 Some women won't wait
53	mystery and detective fiction	Gault, W. C. 	 Canvas coffin
53	mystery and detective fiction	Gilbert, M. F. 	 Fear to tread
53	mystery and detective fiction	Qoldthwaite. E. K. 	 Sixpenny dame
53	mystery and detective fiction	Gordon. M. and O. 	 Case file
53	mystery and detective fiction	Hastings, B. 	 Demon within
53	mystery and detective fiction	Heberden, M. V. 	 Murder unlimited
53	mystery and detective fiction	Hitchens, D. B. 	 Cat walk
53	mystery and detective fiction	Kitchens. D. B. 	 Enrollment cancelled
53	mystery and detective fiction	Hitchens, D. B. 	 Terror lurks In darkness
53	mystery and detective fiction	Holding. E. S. 	 Widow's mite
53	mystery and detective fiction	Huston, H. C. 	 With murder for some
53	mystery and detective fiction	Jay, Q. 	 Beat not the bones
53	mystery and detective fiction	Johns, V. P. 	 Murder by the day
53	mystery and detective fiction	Kane, F. 	 Poisons unknown
53	mystery and detective fiction	Knight, K. M. 	 Akin to murder
53	mystery and detective fiction	Knight, K. M. 	 Three of diamonds
53	mystery and detective fiction	Knipscheer, J. M. W. 	 Bright serpent
53	mystery and detective fiction	Knipscheer, J. M. W. 	 Code three
53	mystery and detective fiction	Langdon, F. C. 	 Vicious circuit
53	mystery and detective fiction	Lanham, E. M. 	 Death of a Corinthian
53	mystery and detective fiction	Lariar, 1., 	 Kiss and kill
53	mystery and detective fiction	Lariar. L. 	 Win, place and die
53	mystery and detective fiction	Leon. H. C. 	 No ball for the Judge
53	mystery and detective fiction	Levin. I. 	 Kiss before dying
53	mystery and detective fiction	Lewis, M. C. M. 	 Fog of doubt
53	mystery and detective fiction	Little, C. and Q. 	 Black curl
53	mystery and detective fiction	Little, C. and Q. 	 Black Iris
53	mystery and detective fiction	Lockrldge, F. L. D. and R. 	 Death has a small voice
53	mystery and detective fiction	Lockrldge, R. and F. L. D. 	 Death by association
53	mystery and detective fiction	Lockridge, R. and F. L. D. 	 Stand up and die
53	mystery and detective fiction	Lowe, K. 	 Haze of evil
53	mystery and detective fiction	McCutcheon. H. 	 None shall sleep tonight
53	mystery and detective fiction	MacDonald, P. 	 Something to hide
53	mystery and detective fiction	McDougald, R. 	 Blushing monkey
53	mystery and detective fiction	Mcleern, W. P. 	 Big heat
53	mystery and detective fiction	McGrew, F. 	 Taste of death
53	mystery and detective fiction	Mackintosh, E. 	 Man in the queue
53	mystery and detective fiction	Mackintosh, E. 	 Singing sands
53	mystery and detective fiction	Mahannah, F. 	 Stopover for murder
53	mystery and detective fiction	Mainwaring, M. 	 Murder at midyears
53	mystery and detective fiction	Malleson, L. B. 	 Black death
53	mystery and detective fiction	Manor, J. 	 Too dead to run
53	mystery and detective fiction	Marsh, N. 	 Spinsters in Jeopardy
53	mystery and detective fiction	Martin, H. L. 	 Sleep, my love
53	mystery and detective fiction	Masur, B. Q. 	 So rich, so lovely, and so dead
53	mystery and detective fiction	Millar, K. 	 Meet me at the morgue
53	mystery and detective fiction	Nelson, H. L. 	 Fence
53	mystery and detective fiction	Nelson, H. L. 	 Kill with care
53	mystery and detective fiction	Neville. M. 	 Murder of the well-beloved
53	mystery and detective fiction	Nielsen, H. 	 Detour
53	mystery and detective fiction	Paul. E. H. 	 Waylaid in .Boston
53	mystery and detective fiction	Pearson, W. 	 Beautiful frame
53	mystery and detective fiction	Percy, C. 	 Death is skin deep
53	mystery and detective fiction	Pou. G. L. 	 Killer loose
53	mystery and detective fiction	Procter, M. 	 Pennycross murders
53	mystery and detective fiction	Queen, 3., ed. 	 Queen's awards: eight series
53	mystery and detective fiction	Queen, B. 	 Scarlet letters
53	mystery and detective fiction	Raymond. R. 	 Double shuffle
53	mystery and detective fiction	Reach, J. 	 Innocent one
53	mystery and detective fiction	Rellly. H. K. 	 Velvet hand
53	mystery and detective fiction	Revell. L. 	 Kindest use a knife
53	mystery and detective fiction	Rinehart. M. R. 	 Frightened wife
53	mystery and detective fiction	Rlvett, E. C. 	 Shepherd's crook
53	mystery and detective fiction	Rlvett, E. C. 	 Speak Justly of the dead
53	mystery and detective fiction	Russell. C. M. 	 Market for murder
53	mystery and detective fiction	Scherf. M. 	 Dead: Senate office building
53	mystery and detective fiction	Shaw. C. 	 You're wrong, Delaney
53	mystery and detective fiction	Shepherd. J. 	 Girl on the Left Bank
53	mystery and detective fiction	Shriber, I. S. 	 Ready or not
53	mystery and detective fiction	Slmenon, O. 	 No vacation for Maigret
53	mystery and detective fiction	Stafford, M. 	 Death plays the gramophone
53	mystery and detective fiction	Stein, A. M. 	 Corpse who had too many friends
53	mystery and detective fiction	Stein, A. M. 	 Dead drunk
53	mystery and detective fiction	Stein, A. M. 	 Dead thing In the pool
53	mystery and detective fiction	Stein, A. M. 	 Death meets 400 rabbits
53	mystery and detective fiction	Stein, A. M. 	 Give the little corpse a great big hand
53	mystery and detective fiction	Stewart, J. I. M. 	 Christmas at Candleshoe
53	mystery and detective fiction	Baldwin, J. 	 Go tell It on the mountain
53	mystery and detective fiction	Brooks, G. 	 Maud Martha
53	mystery and detective fiction	Creekmore, H. 	 Chain In the heart
53	mystery and detective fiction	Hughes, L. 	 Simple takes a wife
53	mystery and detective fiction	Young, J. 	 Good man
54	historical fiction	Clou. J. 	 Caravan to Camul
54	historical fiction	Abrahams. W. M. 	 Imperial waltz
54	historical fiction	Marchal. L. 	 Sage of Canudos
54	historical fiction	Duggan, A. L. 	 Lady for ransom
54	historical fiction	Jeffries. G. M. 	 Twilight of the dragon
54	historical fiction	Bengtsson, F. G. 	 Long ships
54	historical fiction	Duggan, A. L. 	 Leopards and lilies
54	historical fiction	Du Maurier. D. 	 Mary Anne
54	historical fiction	Ftankland, E. P. 	 Poster brothers
54	historical fiction	Lofts, N. R. 	 Bless this house
54	historical fiction	Seton. A. 	 Katherlne
54	historical fiction	Pope, E. E. T. 	 River in the wind
54	historical fiction	Giono, J. 	 Horseman on the roof
54	historical fiction	Kenyon, F. W. 	 Royal merry-go-round
54	historical fiction	Schoonover, L. 	 Spider king
54	historical fiction	Glbbs. W. 	 Twelfth physician
54	historical fiction	Renck, A. T. 	 Wrong way home
54	historical fiction	Nelll, R. 	 Rebel heiress
54	historical fiction	Jennings, J. B. 	 Banners against the wind
54	historical fiction	Pick, R. 	 Escape of Socrates
54	historical fiction	Galvan, M. de J. 	 Cross and the sword
54	historical fiction	Hardy, R. 	 Sword of God
54	historical fiction	Burnett, W. R. 	 Captain LIghtfoot
54	historical fiction	Pugh, J. J. 	 Captain of the Medici
54	historical fiction	Gerson. N. B. 	 Impostor
54	historical fiction	Nathan, L. 	 Wind like a bugle
54	historical fiction	Voorhees. M. B. 	 Show me a hero
54	historical fiction	Van Every, D. 	 Trembling earth
54	historical fiction	Forbes, B. 	 Rainbow on the road
54	historical fiction	Allen, T. D. 	 Troubled border
54	historical fiction	Green, G. 	 Sword and the sun
54	historical fiction	Locke, C. O. 	 Last princess
54	historical fiction	Spence, H. 	 Bride of the conqueror
54	historical fiction	Bryher, W. 	 Roman wall
54	historical fiction	Stephens, E. 	 Royal Intrigue
54	historical fiction	White. L. T. 	 Sir Rogue
54	historical fiction	Hill. P. 	 King's vixen
54	historical fiction	Speas, J. C. 	 Bride of the MacHugh
54	historical fiction	Divine, A. D. 	 Golden fool
54	historical fiction	Terry. C. V. 	 Buccaneer surgeon
54	historical fiction	Lynam. S. 	 Spirit and the clay
54	historical fiction	Roark, G. 	 Star In the rigging
54	historical fiction	Heuman. W. 	 Captain McRae
54	historical fiction	Breslln, H. 	 Silver oar
54	historical fiction	Alderman, C. L. 	 To fame unknown
54	historical fiction	Gay, M. C. 	 Hatchet In the sky
54	historical fiction	Brick. J. 	 King's rangers
54	historical fiction	Karlg, W.. and 	 Bird. H. V. Don't tread on me
54	historical fiction	Taylor, D. 	 Lights across the Delaware
54	historical fiction	Yerby, P. G. 	 Bride of liberty
54	historical fiction	Allis. M. 	 Brave pursuit
54	historical fiction	Ryan. D. 	 Devil's brigadier
54	historical fiction	Ellis, w. D. 	 Jonathan Blair
54	historical fiction	Holt. P. 	 Dan'l Boone kissed me
54	historical fiction	Tebbel, J. W. 	 Voice In the streets
54	historical fiction	Barney. H. C. 	 Green rose of Furley
54	historical fiction	Feullle, P. 	 Cotton road
54	historical fiction	Mason, V. 	 Blue hurricane
54	historical fiction	Miller, H. T. 	 No tears for Christmas
54	historical fiction	Selfert, S. 	 Farewell, my general
54	historical fiction	Slaughter. P. Q. 	 Storm Haven
54	historical fiction	Wheelwright, J. H. 	 Gray captain
54	historical fiction	Deasy, M. 	 Corloll affair
54	historical fiction	Evans. M. N. 	 Wagons to Tucson
54	historical fiction	Le May. A. 	 Searchers
54	historical fiction	Miller. H. T.. and 	 Topping, J. D. Rebellion road
54	historical fiction	Bottome, P. 	 Secret stair
54	mystery and detective fiction	Alexander, D. 	 Murder points a finger
54	mystery and detective fiction	Alexander, D. 	 Terror on Broadway
54	mystery and detective fiction	Allingham, M. 	 No love lost
54	mystery and detective fiction	Ames, D. L. 	 No mourning for the matador
54	mystery and detective fiction	Ard, w. 	 Don't come crying to me
54	mystery and detective fiction	Armstrong, C. 	 Better to eat you
54	mystery and detective fiction	Asimov, 1. 	 Caves of steel
54	mystery and detective fiction	Aubrey—Fletcher, H. L. 	 Gold was our grave
54	mystery and detective fiction	Aubrey—Fletcher. H. L. 	 Too soon to die
54	mystery and detective fiction	Avalione, M. 	 Dead game
54	mystery and detective fiction	Aveline, C. 	 Fountain at Marlieux
54	mystery and detective fiction	Barbette, J. 	 Dear dead days
54	mystery and detective fiction	Barrlnglon, L. 	 Deserter
54	mystery and detective fiction	Benson, B. 	 Girl in the cage
54	mystery and detective fiction	Berckman, E. 	 Evil of time
54	mystery and detective fiction	Beresford, M. 	 Time of the fire
54	mystery and detective fiction	Bingham, J. M. w. 	 Third skin
54	mystery and detective fiction	Bird. B. 	 Hawk watch
54	mystery and detective fiction	Black, T. B. 	 Four dead mice
54	mystery and detective fiction	Blizard, M. 	 Conspiracy of silence
54	mystery and detective fiction	Bodington, N. 	 Afternoon to kill
54	mystery and detective fiction	Boileau, P., and 	 Narcejac, T. Woman who was no more
54	mystery and detective fiction	Brett, M. 	 Hot freeze
54	mystery and detective fiction	Brown. F. 	 His name was Death
54	mystery and detective fiction	Brown, Z. J. 	 Invitation to murder
54	mystery and detective fiction	Browne, H. 	 Thin air
54	mystery and detective fiction	Bush, C. 	 Case of the burnt Bohemian
54	mystery and detective fiction	Bush. C. 	 Case of the silken petticoat
54	mystery and detective fiction	Calln, H. J. 	 Rocks and ruin
54	mystery and detective fiction	Canaday, J. E. 	 Another man's life
54	mystery and detective fiction	Carr. J. D. 	 Third bullet
54	mystery and detective fiction	Carson, R. 	 Quality of mercy
54	mystery and detective fiction	Cecil, H. 	 According to the evidence
54	mystery and detective fiction	Chandler, R. 	 Long goodbye
54	mystery and detective fiction	Charteris, L. 	 Saint In Europe
54	mystery and detective fiction	Christie, A. M. 	 Perilous Journeys of Hercule Poirot
54	mystery and detective fiction	Christie, A. M. 	 Pocket full of rye
54	mystery and detective fiction	Clark, A. A. Q. 	 Death walks the woods
54	mystery and detective fiction	Clark, A. A. G. 	 Suicide excepted
54	mystery and detective fiction	Cooke, D. C., ed. 	 Best detective stories of the year
54	mystery and detective fiction	Courtier, S. H. 	 One cried murder
54	mystery and detective fiction	Coxe, G. H. 	 Death at the Isthmus
54	mystery and detective fiction	Coxe, G. H. 	 Focus on murder
54	mystery and detective fiction	Crandall, B. 	 White violets
54	mystery and detective fiction	Crane, F. K. 	 Coral princess murders
54	mystery and detective fiction	Creasey, J. 	 Blind spot
54	mystery and detective fiction	Creasey, J. 	 Give a man a gun
54	mystery and detective fiction	Crossen, K. F. 	 Man Inside
54	mystery and detective fiction	Crump, L. E. 	 Face of fear
54	mystery and detective fiction	Curtiss, U. R. 	 Deadly climate
54	mystery and detective fiction	Cushman, C. F. 	 Fatal step
54	mystery and detective fiction	Davis, F. C. 	 Another morgue heard from
54	mystery and detective fiction	Day-Lewis, C. 	 Whisper in the gloom
54	mystery and detective fiction	Dean, A. 	 Devil threw dice
54	mystery and detective fiction	Deming, R. 	 Whistle past the gravevard
54	mystery and detective fiction	Denniston. E. 	 Dark intent
54	mystery and detective fiction	Dewey, I. B. 	 Prey for me
54	mystery and detective fiction	Disney, D. M. 	 Last straw
54	mystery and detective fiction	Doyle, A. C., and 	 Can-, J. D. Exploits of Sherlock Holmes
54	mystery and detective fiction	Dresser, D. 	 She woke to darkness
54	mystery and detective fiction	DuBois, T. M. 	 Listener
54	mystery and detective fiction	DuBois, T. M. 	 Seeing red
54	mystery and detective fiction	Eberhart, M. G. 	 Man missing
54	mystery and detective fiction	Eichler, A. 	 Death of an ad man
54	mystery and detective fiction	Estes. C. C. 	 Moon gate
54	mystery and detective fiction	Fenisong, R. 	 Miscast for murder
54	mystery and detective fiction	Friedman, S. 	 Free are the dead
54	mystery and detective fiction	Gardiner, H. 	 Murder in haste
54	mystery and detective fiction	Gardner, B. S. 	 Case of the fugitive nurse
54	mystery and detective fiction	Gardner, E. S. 	 Case of the restless redhead
54	mystery and detective fiction	Gardner, E. S. 	 Case of the runaway corpse
54	mystery and detective fiction	Gault, W. C. 	 Blood on the boards
54	mystery and detective fiction	Gault, W. C. 	 Run, killer, run
54	mystery and detective fiction	Gruber, F. 	 Limping goose
54	mystery and detective fiction	Gruber, F. 	 Lonesome badger
54	mystery and detective fiction	Hall, G. H. 	 Watcher at the door
54	mystery and detective fiction	Hall, 0. M. 	 Red Jaguar
54	mystery and detective fiction	Hansen, R. P. 	 Trouble comes double
54	mystery and detective fiction	Hardy. L. 	 Nightshade ring
54	mystery and detective fiction	Hardy, L. 	 Requiem for a redhead
54	mystery and detective fiction	Hastings. M. 	 Cork in Bottle
54	mystery and detective fiction	Herber. W. 	 King-sized murder
54	mystery and detective fiction	nghsmith, P. 	 Blunderer
54	mystery and detective fiction	Hitchens, D. B. 	 Beat back the tide
54	mystery and detective fiction	Hood. M. P. 	 Silent women
54	mystery and detective fiction	Howarth. D. A. 	 Thieves’ hole
54	mystery and detective fiction	Huston, H. C. 	 Blind saw murder
54	mystery and detective fiction	Jepson. S. 	 Black Italian
54	mystery and detective fiction	Kendrick. B. H. 	 Blind allies
54	mystery and detective fiction	Keyes, F. P. W. 	 Royal box
54	mystery and detective fiction	Knight, K. M. 	 High rendezvous
54	mystery and detective fiction	Kruger, R. 	 Spectacle
